lei,n_apps,n_black,n_white,penalty_pp,se,t_stat,p_value,significant
54930057OO0P1ZMTQX63,7172,138,7034,0.2783,1.0977,0.2536,0.799834,0
549300C5GU86M1X2DG56,7782,244,7538,-15.2555,1.7274,-8.8317,0.0,1
54930030UYPZM65LOF37,2707,134,2573,-14.7792,2.6677,-5.54,0.0,1
54930053SM8COVIPIY54,17492,1054,16438,-14.2327,0.9805,-14.5159,0.0,1
5493001C1MX62NVN0U50,681,62,619,-31.0922,6.1956,-5.0184,1e-06,1
5493006VI8ZWLFWG2K57,347,22,325,-4.131,1.1473,-3.6006,0.000365,1
549300E34W6TNRG7B624,1157,28,1129,-14.2946,6.5533,-2.1813,0.029366,1
254900MWCJLSHMSYCL19,1402,145,1257,-15.6692,2.7267,-5.7465,0.0,1
549300WQC1VYOW0EW528,834,32,802,-2.8582,3.2058,-0.8916,0.372881,0
549300YB1H2FRI6JPM51,70943,2078,68865,-11.9977,0.5837,-20.553,0.0,1
254900ALCPGGRYFG8I88,3387,116,3271,-0.8931,1.0837,-0.8241,0.409959,0
549300NWBS6MQJX15N44,19311,1173,18138,-2.91,0.7022,-4.144,3.4e-05,1
549300WC12JROIUVWY16,6170,696,5474,-6.5955,0.7545,-8.742,0.0,1
894500LIN378M3LLE796,1772,468,1304,0.1966,0.3167,0.6208,0.534835,0
549300RM7ARTTP3T1V93,3257,98,3159,-26.89,3.4627,-7.7656,0.0,1
549300RBWA4J4QTPSY69,2684,11,2673,-22.5716,6.6436,-3.3975,0.00069,1
549300C6CUP19I9O0770,3459,62,3397,-9.9807,3.2243,-3.0954,0.001981,1
549300Y7VXZSDR0D6I81,1942,59,1883,-11.146,4.877,-2.2854,0.022395,1
549300YS7PW1Y7DQZG40,1733,339,1394,-9.3735,1.7496,-5.3574,0.0,1
549300BDHZAV4ZQHQV19,24553,162,24391,-10.9431,3.3301,-3.2861,0.001017,1
549300C6TQAJABMFOR79,9461,4377,5084,-18.4359,0.7955,-23.1763,0.0,1
1TMVIO1SD0RLIPEIW803,10925,265,10660,-23.0531,2.4996,-9.2226,0.0,1
5493005E0SAPZ1LKU504,5535,205,5330,-0.6747,1.0749,-0.6277,0.530242,0
549300J327PTWC173F64,344,122,222,-7.8762,5.5035,-1.4311,0.153316,0
549300CA0J0Z7OFQBG71,98,13,85,-5.2962,14.5382,-0.3643,0.716476,0
5493005CFFMKTUKLO381,4776,60,4716,-17.0766,5.1521,-3.3145,0.000925,1
549300I3SDXHG6BUD309,502,42,460,1.7515,5.8953,0.2971,0.766509,0
549300TN38DPH732VI61,129,35,94,-6.032,6.9488,-0.8681,0.387049,0
II61D6IY86YZ37HBBL25,3705,63,3642,-5.9467,3.1136,-1.9099,0.056221,0
549300NWKILSNQAIG053,5898,1075,4823,-18.3131,1.6224,-11.2878,0.0,1
2549008YEXLNFKLF7548,1913,82,1831,-23.0746,5.381,-4.2881,1.9e-05,1
549300QRLVIA94OVXY15,1086,92,994,-0.5431,3.4339,-0.1582,0.874362,0
549300EEBMJ68MB8P551,1863,35,1828,3.6886,5.0111,0.7361,0.461778,0
549300DT5WEC2I0L1E79,1303,17,1286,-4.2374,3.0893,-1.3716,0.17042,0
5493000NZZZU3GFIYL71,2298,148,2150,-20.4653,2.8276,-7.2377,0.0,1
549300567BJCXPG9IV35,10982,517,10465,-12.0051,1.6662,-7.205,0.0,1
549300WSQPVY1NRH6062,2199,278,1921,-16.2673,2.7297,-5.9593,0.0,1
549300UKYJZO6CZXIX60,3683,89,3594,-5.1555,1.6674,-3.092,0.002003,1
254900P7WLDQD9IUL038,9627,328,9299,-20.264,2.1132,-9.5894,0.0,1
549300A7YGYUVVWJ2M57,1459,152,1307,-1.5597,1.7241,-0.9047,0.365794,0
549300P1347BFCBHJV60,1027,78,949,-12.0178,3.367,-3.5692,0.000375,1
549300FGGERPRKXH7V65,4933,844,4089,-14.0562,1.1775,-11.9371,0.0,1
5493000TY1MM1LLTM666,909,35,874,-12.6041,4.3185,-2.9186,0.003603,1
25490012KFFZI81TDT02,6968,307,6661,-13.9376,1.7489,-7.9695,0.0,1
5493000W4QLNZXGPAF40,758,35,723,-0.1963,2.7276,-0.072,0.942637,0
WVM1F03F86RQLLTEVE84,4876,519,4357,-4.0495,0.9761,-4.1488,3.4e-05,1
549300B7YGT5O5MJ7M45,1961,334,1627,-9.1523,1.524,-6.0053,0.0,1
54930043BMDE130FJ617,72364,2250,70114,-16.2795,0.7609,-21.3961,0.0,1
549300P2GEYNMH5OQA71,8464,79,8385,-17.8802,4.6527,-3.843,0.000122,1
5493000OM9RKJW8W5K82,12000,640,11360,-3.0741,0.967,-3.179,0.001482,1
54930097J3TUZXBXXE75,3178,43,3135,-21.4642,6.1257,-3.5039,0.000465,1
549300V3N91EH05UWL23,218,47,171,-12.0209,5.9583,-2.0175,0.044905,1
2549008684GZZI5B5H82,1710,73,1637,0.0398,0.29,0.1374,0.890759,0
5493008UZWYHK74O4341,1427,27,1400,5.9127,5.0464,1.1717,0.241525,0
LCUAWMT4M5H8DJ8DFH49,11636,529,11107,-17.9754,1.5995,-11.2384,0.0,1
549300F04B6FGYBJY412,10108,131,9977,-16.1771,3.3158,-4.8788,1e-06,1
549300LG8MECYD8F2A55,3350,90,3260,2.1486,2.4793,0.8666,0.386224,0
549300D5WZYDJFZQJ463,230,21,209,-54.2904,8.8809,-6.1132,0.0,1
5493005NU5BA00C1N451,5928,390,5538,-6.3588,1.1798,-5.3898,0.0,1
549300WH9FMXOC63ZV77,2617,467,2150,-0.6288,1.0258,-0.613,0.539943,0
549300I6G5QEIEI78C93,646,91,555,-15.2751,2.7146,-5.6271,0.0,1
549300R1DB8186CV7Z17,328,19,309,-29.5438,7.1712,-4.1198,4.8e-05,1
5493007VDBJSG0E0S678,11894,186,11708,-1.9549,0.7657,-2.5529,0.010694,1
54930024QEEW6YDTWZ98,1317,150,1167,-21.5277,3.2379,-6.6488,0.0,1
549300LUMAIOXHIFK142,420,50,370,-7.8977,4.667,-1.6922,0.091353,0
549300ROGHTFGYNKE773,10100,1289,8811,-5.3485,0.6167,-8.6728,0.0,1
549300DQMFK1KT7KEB48,3792,23,3769,-13.5868,4.3667,-3.1115,0.001875,1
549300NDNZ6EWP8BJI88,4364,27,4337,-0.7909,4.8203,-0.1641,0.869679,0
549300DXSALP2TGZBQ16,11549,338,11211,-10.6207,1.9546,-5.4338,0.0,1
549300W5A6PQ1VJG3497,4198,176,4022,-13.8413,1.8347,-7.5442,0.0,1
549300DZ25WXQZZ57J48,3198,26,3172,-9.7661,5.4876,-1.7797,0.075227,0
549300GTJL0LGX444G33,2669,101,2568,-4.2447,1.6796,-2.5272,0.011554,1
FVPV0TNOIM6NUIE59530,3542,135,3407,-15.6428,3.5798,-4.3697,1.3e-05,1
254900E9QYJ6OX8QXL76,4657,595,4062,0.4737,0.3107,1.5243,0.127491,0
54930021WPEXNHYZUL09,47827,6634,41193,-6.5337,0.5411,-12.0747,0.0,1
5493008B783OSGFDLN78,4166,712,3454,-4.6357,0.7998,-5.796,0.0,1
549300MMQJ2MM37FDE66,3490,137,3353,-1.1935,0.4923,-2.4245,0.015379,1
549300IX6RAX31C1BI75,2825,497,2328,-2.4081,2.3109,-1.0421,0.297476,0
549300JS5JD63G4G8809,5293,141,5152,-2.9524,2.1696,-1.3608,0.173634,0
549300QR0KFPEDZPEI42,40030,3695,36335,-6.3603,0.4628,-13.743,0.0,1
549300DO51DW0RG07O39,275,16,259,4.573,4.3858,1.0427,0.298023,0
5493002C1SVHOFTWF108,12345,376,11969,-22.8204,2.1376,-10.6757,0.0,1
254900SI9TPITPEZ5332,1644,97,1547,-11.5354,3.4395,-3.3538,0.000815,1
549300VMX06UV1F7NS76,35495,3962,31533,-6.0217,0.3668,-16.4162,0.0,1
549300PJX0ZHPQ614C72,3560,82,3478,-33.1719,4.3851,-7.5647,0.0,1
5493005NE66BD75BDB43,2736,303,2433,-2.9704,1.1994,-2.4767,0.013322,1
2549003QXUI2HKRWW551,1028,38,990,-7.9222,2.486,-3.1867,0.001483,1
5493001A8DPRB21YBS87,425,55,370,-14.614,3.8876,-3.7591,0.000195,1
254900ZS27YP5BQKD225,351,65,286,-2.0469,2.4048,-0.8511,0.395283,0
549300VR3QTN4GZYUR03,5005,27,4978,-8.5286,7.4238,-1.1488,0.250683,0
549300N968Y85YXDX139,769,93,676,-8.0152,1.715,-4.6736,3e-06,1
5493003EW6T31TGECO83,1513,21,1492,-2.6467,3.1712,-0.8346,0.40407,0
549300KHXD7JSQUZIJ22,48259,3678,44581,-4.1087,0.2919,-14.0761,0.0,1
5493000JBDASEOSXCI67,1024,12,1012,-21.3381,9.2103,-2.3168,0.020714,1
549300SJTLYB6ZWKPR88,25234,5128,20106,-13.8451,0.638,-21.7022,0.0,1
2549006II76YXSS5XM65,26788,3881,22907,-5.8207,0.3204,-18.1671,0.0,1
2549006T9J2DMLJVRS64,5449,3451,1998,-17.1255,1.3744,-12.46,0.0,1
Q708HHR4LD2B7XIZNO92,38747,3459,35288,-7.2747,0.457,-15.918,0.0,1
254900ZX1UPIG2E7TH11,23428,2332,21096,-9.6849,0.4901,-19.7628,0.0,1
549300TULDV69V2XKY60,1711,283,1428,-13.498,2.1562,-6.2601,0.0,1
549300VS8Y4N1Y2J0S91,1567,24,1543,0.3908,5.9396,0.0658,0.947555,0
549300XTGDMRB8FMR522,870,35,835,0.7098,1.1739,0.6047,0.545558,0
213800XR2TCBQJSF1X93,46315,2808,43507,-11.0839,0.57,-19.4471,0.0,1
549300HS714PZ0BMPN11,6771,79,6692,-15.7079,4.6055,-3.4107,0.000652,1
254900FJRICL380R4T46,6853,985,5868,-13.4137,1.4382,-9.3267,0.0,1
2549008CZOYIG4FIKS25,732,135,597,2.2824,4.0196,0.5678,0.570325,0
2549007W5PWUV8XG3V90,4193,106,4087,-6.8296,3.3983,-2.0097,0.044527,1
254900GLWBN0BE3PD014,331,38,293,-6.9589,3.5142,-1.9802,0.048523,1
54930049L5WINET09Q97,47706,6057,41649,-3.8588,0.2673,-14.4342,0.0,1
5493000EO85W8IS2FR22,20298,757,19541,-7.5512,1.3247,-5.7004,0.0,1
5493005EWJNDWPLNG328,1004,71,933,-7.7421,2.2954,-3.3729,0.000772,1
549300W5V403XF1RX254,2937,138,2799,-16.4752,3.4817,-4.732,2e-06,1
5493002ABBXAWQFIKV03,468,10,458,-7.2308,11.0809,-0.6525,0.514372,0
5493009SXBJ8LKIU7Q54,1702,78,1624,-7.2374,3.5785,-2.0225,0.043285,1
549300GHAXBE9Q7W9273,3666,66,3600,-8.1335,1.9678,-4.1333,3.7e-05,1
549300GMXZWXNOS1US34,1009,90,919,-13.1285,4.3312,-3.0311,0.002499,1
549300M2Z8GR3VL0QQ74,5530,33,5497,-20.0101,6.0119,-3.3284,0.000879,1
D8RBTOL3JO2Q6IEO0F34,8016,866,7150,-13.2486,0.8615,-15.3779,0.0,1
549300VACYYK343SKH92,2796,20,2776,-2.2943,5.6076,-0.4091,0.682472,0
549300R5DOGZK0VWYL76,3511,46,3465,-6.7976,1.9685,-3.4532,0.00056,1
549300V71V12DS7RW675,2506,225,2281,-10.1273,2.4948,-4.0594,5.1e-05,1
549300VZN1TWBN1WY406,5104,153,4951,-1.0623,0.7844,-1.3543,0.175692,0
549300TR6MWKSIOP3B72,2382,87,2295,-31.017,4.3817,-7.0787,0.0,1
549300TWHZRVTZ8RYT46,5503,27,5476,-34.3672,7.3136,-4.6991,3e-06,1
25490049BUGXLHXJZD76,151,10,141,-19.999,6.84,-2.9238,0.004013,1
549300VNBQD8FDHF7563,43820,2050,41770,-5.0572,0.5194,-9.7367,0.0,1
B94HV8SXGDD3J5XESU08,5540,255,5285,-20.9059,1.8619,-11.2283,0.0,1
549300O2EZG72LO2FX38,5243,115,5128,-4.3116,1.4761,-2.921,0.003504,1
549300JYXTZDSPJEPI44,80805,9752,71053,-12.4267,0.3941,-31.5348,0.0,1
549300PZP3UHKYJ5ET63,6259,593,5666,-20.5257,1.9326,-10.6208,0.0,1
549300T82SC9BPCIU410,993,10,983,-5.2545,5.845,-0.899,0.368891,0
549300Q1WJSOIS2FON98,19176,580,18596,-10.7834,1.5109,-7.137,0.0,1
549300E2EE7WCBVR5I65,2304,224,2080,-24.4622,2.1801,-11.2207,0.0,1
254900T576VYG7I55390,4370,364,4006,-21.1703,2.6953,-7.8544,0.0,1
549300YFPHIE78XPP635,5341,128,5213,-16.351,2.3436,-6.9768,0.0,1
549300HCNXMTNGIMAR91,4500,787,3713,-11.065,1.3251,-8.3502,0.0,1
5493008WHMQTG21UHU90,194,25,169,-8.3595,4.2947,-1.9465,0.053088,0
5493004NKDOFN55L5X23,484,13,471,-6.841,2.8137,-2.4313,0.015412,1
549300GS0W0TEUQS8571,45005,820,44185,-4.6506,0.781,-5.9547,0.0,1
549300AUFLERO59VGC71,3961,114,3847,-7.5864,1.9856,-3.8208,0.000135,1
549300CQG2T7TCGY8Q67,2867,23,2844,-9.5217,5.7658,-1.6514,0.098762,0
549300OQHPN4174TOC36,183,17,166,-2.7854,6.6949,-0.416,0.67788,0
549300H8H31LPYGJEW50,14559,832,13727,-11.6932,0.9442,-12.3845,0.0,1
5493002G1DPDOKT55X37,1772,13,1759,-7.146,7.5113,-0.9514,0.341555,0
TKT6FH38184ZYBTPKS77,24060,1656,22404,-22.7294,1.1181,-20.3279,0.0,1
549300ZPJVCRRFETOG85,9312,525,8787,-18.1863,1.3544,-13.428,0.0,1
254900XS6ZEOAD9Q6N72,934,364,570,-12.692,2.5518,-4.9737,1e-06,1
254900Q5026VQBAVI394,17297,56,17241,-12.0373,3.0175,-3.9892,6.7e-05,1
254900Z5MXY02EYXAM91,105,31,74,-6.1038,4.1055,-1.4867,0.140264,0
549300MGPZBLQDIL7538,637200,55497,581703,-7.0724,0.1185,-59.6772,0.0,1
549300V5MRNYGHSGR060,1683,173,1510,-17.3324,3.0541,-5.6751,0.0,1
H98JYKDFKFZ5ZPCSMT69,17064,1147,15917,-16.6007,0.9852,-16.8506,0.0,1
5493005EYZOUVJUXAX38,22398,11313,11085,-0.046,0.1135,-0.4048,0.685593,0
549300H8JJI69WD7I525,7520,229,7291,-12.0034,1.9746,-6.0788,0.0,1
5493005FJKWE0GR4YS94,8218,298,7920,-8.493,1.6378,-5.1857,0.0,1
549300K6K2IS7FRS7S09,30801,2230,28571,-11.0956,0.9647,-11.5022,0.0,1
FT6J43S06X6CLJ0R0B48,81,14,67,15.8887,14.0953,1.1272,0.26324,0
549300U2B1ZNGX3H8U54,5709,174,5535,-3.8439,0.965,-3.9834,6.9e-05,1
2549007JQKHU8KQ0FC19,10475,841,9634,-14.0618,1.0278,-13.6821,0.0,1
549300YKTME1U7Z0UN20,17816,1343,16473,-16.7733,1.0475,-16.0128,0.0,1
549300M5D5Q2KMDSMP10,3017,19,2998,-13.6491,7.5895,-1.7984,0.072211,0
549300AZBM8V8SE0IT33,3874,498,3376,-9.0586,1.5508,-5.8412,0.0,1
549300QPD4M26VIOFU53,327,17,310,2.3287,3.1656,0.7356,0.462484,0
549300EJ89CA12ZT7X03,2064,159,1905,-24.2135,2.2918,-10.5655,0.0,1
5493001E3OD1D4Y8KX63,2941,421,2520,-1.1568,1.3088,-0.8839,0.376825,0
2549007AU24FVDMNUB40,6373,409,5964,-24.4561,2.4993,-9.7853,0.0,1
549300GNMONGVTFMXS97,213,154,59,-5.13,4.4555,-1.1514,0.250902,0
549300CV1BZKP1QUDZ13,1878,229,1649,-0.7082,1.52,-0.4659,0.641345,0
549300W09D8JV1ANXX59,3054,88,2966,-1.51,1.3996,-1.0789,0.280737,0
549300OTLWFQPOOSC346,4022,86,3936,-22.2712,4.1207,-5.4047,0.0,1
549300SU3TF26I8KB315,1207,131,1076,-18.2866,3.3281,-5.4946,0.0,1
549300IEIM2IT5YK4368,5983,155,5828,-0.1177,0.5362,-0.2194,0.826314,0
254900MQ4O1DX3N88207,15651,230,15421,-5.3217,2.2892,-2.3247,0.020102,1
549300CB67L6KPJLHE19,133063,24595,108468,-9.5729,0.2553,-37.4906,0.0,1
549300ERL4SV8MDO3P56,8131,1741,6390,-18.159,1.006,-18.0503,0.0,1
5493002F9OWLKRICTY67,6380,653,5727,-16.7532,1.0427,-16.0668,0.0,1
5493001UU04U3T40J822,827,10,817,-43.2624,7.6322,-5.6684,0.0,1
549300QFJDBOCX7WKY08,3845,182,3663,-10.7221,3.075,-3.4868,0.000494,1
5493006QG55R8V712J33,6289,871,5418,-20.1433,1.0208,-19.7338,0.0,1
549300OYKQOTFQTAV150,770,17,753,-1.0968,5.2425,-0.2092,0.83433,0
54930080OKRZ7NNZIO71,32101,1743,30358,-4.7593,0.7009,-6.7908,0.0,1
54930064FQE21RHEG647,1539,13,1526,-17.3302,11.6747,-1.4844,0.137901,0
549300K7EA6G6K9GYL80,3836,297,3539,-28.3644,2.2067,-12.8537,0.0,1
549300R14I3DX6ZMWL07,1524,14,1510,-29.0695,9.16,-3.1735,0.001536,1
549300RN01LBYR8ZVX74,78156,9873,68283,-7.6694,0.3792,-20.2232,0.0,1
D32W5EBLENJC27207O81,3864,118,3746,-29.8832,4.1486,-7.2033,0.0,1
54930073P3QM9MWXOT53,715,15,700,-14.7411,5.2836,-2.79,0.005413,1
549300YEI60WAHWQ3110,5887,172,5715,-21.4386,3.4458,-6.2216,0.0,1
254900HJA1Y85EJCGB90,4344,105,4239,-9.5357,2.8857,-3.3045,0.000959,1
549300N52O6FKUCU5G62,14509,142,14367,-15.5856,3.8203,-4.0797,4.5e-05,1
549300N6U5XCH70TOK35,3778,162,3616,-5.7117,1.681,-3.3978,0.000686,1
549300PVS7DLMY766R09,340,28,312,-4.3939,3.5083,-1.2524,0.21129,0
549300TF1E42EUFBSL45,1811,27,1784,8.8988,7.932,1.1219,0.26206,0
5493003B2LEGQHDWRN55,9595,912,8683,-19.2439,1.366,-14.0877,0.0,1
549300SVKVT1EF3U0N48,18776,1263,17513,-8.7518,0.7187,-12.1764,0.0,1
5493006P5IHSK77SZ855,15401,3797,11604,-0.1685,0.2084,-0.8089,0.4186,0
549300RIPPSJXAQKZ383,6190,382,5808,-5.3378,0.9356,-5.7052,0.0,1
549300BHPLBG0CXKTL06,9150,494,8656,-19.6911,1.9794,-9.9482,0.0,1
254900NZOY3XB2DNSZ34,4757,410,4347,-17.0812,1.8516,-9.2252,0.0,1
549300K2EV48DVSYNV15,1963,472,1491,-0.6937,1.3392,-0.518,0.604542,0
549300MD3D3OC2CSGX39,813,106,707,-3.2919,3.7872,-0.8692,0.384989,0
549300YN94MOAVYW0F52,49791,6311,43480,-6.5114,0.6008,-10.8375,0.0,1
E57ODZWZ7FF32TWEFA76,78183,7500,70683,-17.3212,0.4742,-36.5255,0.0,1
254900XRQ4U9ABU6F580,4878,13,4865,3.3252,9.1903,0.3618,0.717507,0
549300R0SXC1JU7ZU290,45404,3903,41501,-6.5954,0.4868,-13.5479,0.0,1
03D0JEWFDFUS0SEEKG89,156391,13300,143091,-22.0865,0.4048,-54.5637,0.0,1
549300EL87GZMCVX0Q34,5438,374,5064,-2.2371,0.7791,-2.8715,0.004101,1
549300III1DMY3SLAW56,5643,142,5501,-14.1988,1.7876,-7.9427,0.0,1
549300W7XZMMFOVY0Z37,2347,366,1981,-1.3775,0.9239,-1.4909,0.136131,0
549300BB4LSE4JRRGV15,1899,16,1883,1.3974,6.513,0.2146,0.830133,0
549300SUC4CLYKKZWS29,3100,12,3088,-31.694,10.4901,-3.0213,0.002537,1
549300WRDGBHKR1BXL98,9002,393,8609,-15.5739,0.9407,-16.5554,0.0,1
549300XY701IELCE5Q08,160244,10319,149925,-11.321,0.3267,-34.6567,0.0,1
254900L3UJN7196A5W71,3117,102,3015,-6.9132,3.0699,-2.2519,0.024398,1
5493007ZG5EVEXW01J70,458,103,355,-0.4665,1.6931,-0.2755,0.783056,0
549300ZJODJ0SZUNMX12,2347,28,2319,-3.7788,4.6596,-0.811,0.417468,0
8WH0EE09O9V05QJZ3V89,83946,2709,81237,-20.329,0.9161,-22.1906,0.0,1
8I3UVGYULPJQIP7FQV10,75915,7772,68143,-16.2416,0.4654,-34.8954,0.0,1
549300YIBRM1ZYA6GT07,13416,474,12942,-24.1946,1.5993,-15.1281,0.0,1
01J4SO3XTWZF4PP38209,58206,15876,42330,-5.2504,0.2458,-21.3597,0.0,1
C90VT034M03BN29IRA40,31203,2392,28811,-9.0175,0.9846,-9.1589,0.0,1
549300Z2FPZZD55OG155,1827,50,1777,-2.0037,2.8121,-0.7125,0.476238,0
5493007BBMW58UQT5588,395,20,375,-8.3582,5.81,-1.4386,0.151071,0
549300F8C5JA44WNMI75,59021,8080,50941,-4.0968,0.2122,-19.3027,0.0,1
549300KDR80I1ELW8D36,1847,14,1833,-58.1681,12.1267,-4.7967,2e-06,1
N8T7HW55LK5D2ORCKP39,82412,3777,78635,-20.5792,0.7252,-28.3774,0.0,1
5493001VM8PTR1KD2A32,6472,445,6027,-15.7296,2.2683,-6.9344,0.0,1
549300ZPSJZO10ZAX556,7216,1429,5787,-6.9831,0.9778,-7.1418,0.0,1
5493000KQ2PZ8G6VNI80,8157,94,8063,-20.5693,4.0804,-5.041,0.0,1
549300VEZ43KYEWR3610,9430,52,9378,-15.3289,4.0294,-3.8042,0.000143,1
5493004LAP3ULXM1YB66,8388,538,7850,1.0149,1.8065,0.5618,0.574267,0
254900P6Q7UI8DAKYX49,2537,94,2443,-9.0759,2.6588,-3.4136,0.000651,1
549300T7QCXC3PXO0W07,6061,267,5794,-14.2857,2.0752,-6.884,0.0,1
254900W4EKVR6GZ0KS84,1140,13,1127,-4.6512,5.7798,-0.8047,0.421141,0
549300W20M87S246SZ26,1120,250,870,-8.5854,2.1327,-4.0257,6.1e-05,1
549300FVD3YHE65PKH97,16638,2409,14229,-4.6908,0.5828,-8.0482,0.0,1
5493007ATUOSGE6PR745,181,25,156,-36.1016,6.2391,-5.7863,0.0,1
5493001NJEVHTZW7FG34,51986,2950,49036,-10.0183,0.5656,-17.7114,0.0,1
549300J1354ZHZC8JP58,556,62,494,-3.8229,2.7373,-1.3966,0.1631,0
TR24TWEY5RVRQV65HD49,33060,2461,30599,-15.5302,0.9802,-15.8443,0.0,1
2WHM8VNJH63UN14OL754,381126,24180,356946,-20.4933,0.2819,-72.7036,0.0,1
549300UFWBQTD1W41E26,3369,306,3063,-12.4049,2.4581,-5.0465,0.0,1
549300PZ44DNQDPOV865,13524,89,13435,-2.2602,2.4601,-0.9187,0.358255,0
549300C4CKL0HRXJ3085,1678,26,1652,1.2467,2.1977,0.5673,0.570606,0
549300O1ESL3X18LPG95,6770,318,6452,-6.6057,2.0169,-3.2752,0.001061,1
984500DA79C1B97ACF16,273,19,254,-1.4336,7.192,-0.1993,0.842154,0
254900QWNWNPOWGOC273,233,45,188,1.0286,1.5535,0.6621,0.508549,0
5493008T2QQO3QJ0EM38,2397,84,2313,-0.2927,1.9129,-0.153,0.878391,0
549300V4GRCFGZBVVZ73,1033,198,835,-15.4048,3.6829,-4.1828,3.1e-05,1
549300NZ2IPWRMLAYZ30,2596,467,2129,-0.8518,0.4782,-1.7813,0.074987,0
549300WHACUOETOKO184,1527,39,1488,-1.3257,1.7164,-0.7724,0.439996,0
5493001GDRY0EL7VG372,83327,8578,74749,-4.7191,0.2697,-17.4975,0.0,1
549300PX0B48R1TGUV89,1690,70,1620,-14.6431,4.2336,-3.4587,0.000556,1
25490058TX0QV62WQ461,1531,511,1020,-13.3645,1.8173,-7.3539,0.0,1
5493005HCI0Y8LUK5S48,19713,958,18755,-6.0007,0.7304,-8.2155,0.0,1
254900WAN5TOEYBJJR25,934,79,855,-23.0821,5.4796,-4.2124,2.8e-05,1
549300YVM8B4UQC5DK40,1379,49,1330,0.2623,0.6801,0.3857,0.699759,0
5493002GI63WHHUTUD85,8170,969,7201,-6.0028,0.7198,-8.3392,0.0,1
549300J5XPZQYI2FNC72,296,51,245,-12.1665,7.355,-1.6542,0.099175,0
549300WKOE38PNUSOD49,1542,343,1199,-25.1906,2.1543,-11.6931,0.0,1
549300OQ5QR1CNV5HY08,2748,164,2584,1.1589,0.991,1.1694,0.242326,0
549300GYQ8ZT1NUXRM52,7911,515,7396,-15.8891,1.6762,-9.4791,0.0,1
D38AC76TAMYI50NBPX33,15624,228,15396,-15.0613,2.8758,-5.2372,0.0,1
254900F3ZV3WV1ADSM47,6431,445,5986,-5.274,0.9146,-5.7668,0.0,1
5493005XMJQ1GSXUGT67,9528,724,8804,-6.2966,0.7167,-8.7854,0.0,1
549300YCCZTMBHGTNQ79,8060,326,7734,-7.1143,1.5749,-4.5172,6e-06,1
549300V6F7N9BL5STN83,2947,608,2339,-2.5884,0.4826,-5.3632,0.0,1
549300W1HU6IVVIEJ389,5187,171,5016,-10.2613,1.433,-7.1607,0.0,1
549300IVOJIAJUT2E435,1167,285,882,-2.4558,0.7252,-3.3863,0.000732,1
549300JX8UXNIMMZYW86,672,79,593,-0.6746,0.9191,-0.734,0.463215,0
549300YQJU3WVKMRXR40,484,378,106,-2.5498,2.2962,-1.1104,0.267372,0
337KMNHEWWWR6B7Q7W10,9657,466,9191,-21.0117,1.9346,-10.8613,0.0,1
AD6GFRVSDT01YPT1CS68,395050,30421,364629,-16.9965,0.2466,-68.9184,0.0,1
549300PZATEYE8VIEN67,538,40,498,-0.888,2.0144,-0.4408,0.659521,0
2549006MX2M0D119SZ27,1407,308,1099,-17.702,3.0227,-5.8564,0.0,1
549300C04W4R4VGWRT26,375,120,255,-5.572,1.9205,-2.9013,0.003939,1
5493001HBUA9JSUEWO16,2524,162,2362,-12.2363,2.2,-5.5619,0.0,1
549300EKFFG3BU8DNX74,9550,732,8818,-5.1285,1.1426,-4.4884,7e-06,1
549300STXRPOVDJ5GX04,88,12,76,-2.6175,7.5373,-0.3473,0.72928,0
549300OHIEQGELZVJP60,8403,499,7904,-5.6798,0.8797,-6.4566,0.0,1
549300J7XKT2BI5WX213,419059,37744,381315,-10.8229,0.1464,-73.9415,0.0,1
549300IH3DF6NS2IYJ30,1255,262,993,-4.2926,2.032,-2.1125,0.034845,1
5493001FXF3J5C0QWQ87,17077,1161,15916,-11.8435,1.1248,-10.5291,0.0,1
254900NT8VCCMPTPSO02,13412,354,13058,-10.3294,1.7347,-5.9544,0.0,1
549300461TECLDDGNF98,4028,12,4016,2.5603,4.6496,0.5506,0.581911,0
254900SYM73UN2V4KP10,240,39,201,-6.7482,5.6996,-1.184,0.237625,0
254900BQVRDMH5K9QS04,6678,145,6533,-15.7992,1.8349,-8.6104,0.0,1
549300LT75BG7Z054795,8226,1101,7125,-5.2013,0.7401,-7.028,0.0,1
254900MJC4429E0HGL47,2820,553,2267,-3.8411,0.8058,-4.7666,2e-06,1
549300Y4CEEGC4KCFI45,764,83,681,-10.8092,2.8188,-3.8347,0.000136,1
5493008BSTI0PQR0IL08,2341,35,2306,2.3791,5.4411,0.4373,0.661969,0
549300SVSM8JMOZJXF07,1809,12,1797,-14.3883,8.2002,-1.7546,0.079494,0
549300A8TEVE8WYT0T29,994,31,963,1.6991,6.7119,0.2531,0.800205,0
549300Q50XCC0473FG63,17801,1331,16470,-14.471,1.3525,-10.6992,0.0,1
254900PRB9DTJAHMMZ45,2968,110,2858,-5.4625,2.1338,-2.56,0.010515,1
549300CP7747DCRW6U68,10710,1312,9398,-8.7194,0.6888,-12.6596,0.0,1
254900CQVBYQI6BDWS96,4170,85,4085,-8.5866,3.8411,-2.2355,0.025439,1
549300MP59Z6SRKSVR49,1157,128,1029,-0.6634,2.8603,-0.2319,0.816621,0
549300NBSU5FHMDN5F74,4900,77,4823,-13.1709,2.5506,-5.164,0.0,1
